OrderId,AreaCode,State,Market,MarketSize,Profit,Margin,Sales,Total Expenses,ProductId,Date,ProductCategory,ProductName,ProductType
4082,775,Nevada,West,Small Market,27,173,298,146,8,2010-01-04,Herbal Tea,Chamomile,Decaf
4083,775,Nevada,West,Small Market,156,265,456,109,9,2010-01-04,Herbal Tea,Lemon,Decaf
4084,775,Nevada,West,Small Market,149,239,478,90,12,2010-01-04,Tea,Earl Grey,Regular
4085,775,Nevada,West,Small Market,32,43,43,11,4,2010-01-04,Espresso,Caffe Latte,Regular
4086,781,Massachusetts,East,Major Market,16,32,53,16,13,2010-01-04,Tea,Green Tea,Regular
4087,781,Massachusetts,East,Major Market,26,45,75,19,11,2010-01-04,Tea,Darjeeling,Regular
4088,786,Florida,East,Major Market,17,132,227,115,5,2010-01-04,Espresso,Caffe Mocha,Regular
4089,801,Utah,West,Small Market,37,67,119,30,5,2010-01-04,Espresso,Caffe Mocha,Regular
4090,805,California,West,Major Market,26,173,298,147,5,2010-01-04,Espresso,Caffe Mocha,Regular
4091,805,California,West,Major Market,62,100,178,38,10,2010-01-04,Herbal Tea,Mint,Decaf
4092,805,California,West,Major Market,96,132,223,36,11,2010-01-04,Tea,Darjeeling,Regular
4093,815,Illinois,Central,Major Market,83,117,198,34,11,2010-01-04,Tea,Darjeeling,Regular
4094,817,Texas,South,Major Market,28,74,129,46,8,2010-01-04,Herbal Tea,Chamomile,Decaf
4095,818,California,West,Major Market,-76,-13,110,63,1,2010-01-04,Coffee,Amaretto,Regular
4096,831,California,West,Major Market,220,335,587,115,6,2010-01-04,Espresso,Decaf Espresso,Decaf
4097,832,Texas,South,Major Market,161,247,456,86,2,2010-01-04,Coffee,Columbian,Regular
4098,832,Texas,South,Major Market,48,102,170,54,4,2010-01-04,Espresso,Caffe Latte,Regular
4099,860,Connecticut,East,Small Market,0,87,150,87,5,2010-01-04,Espresso,Caffe Mocha,Regular
4100,860,Connecticut,East,Small Market,46,91,167,45,10,2010-01-04,Herbal Tea,Mint,Decaf
4101,903,Texas,South,Major Market,63,100,178,37,3,2010-01-04,Coffee,Decaf Irish Cream,Decaf
4102,904,Florida,East,Major Market,58,112,195,54,6,2010-01-04,Espresso,Decaf Espresso,Decaf
4103,904,Florida,East,Major Market,30,51,85,21,11,2010-01-04,Tea,Darjeeling,Regular
4104,914,New York,East,Major Market,-205,-59,66,146,5,2010-01-04,Espresso,Caffe Mocha,Regular
4105,916,California,West,Major Market,-141,-32,159,109,3,2010-01-04,Coffee,Decaf Irish Cream,Decaf
4106,918,Oklahoma,South,Small Market,98,155,267,57,4,2010-01-04,Espresso,Caffe Latte,Regular
4107,920,Wisconsin,Central,Small Market,16,70,127,54,1,2010-01-04,Coffee,Amaretto,Regular
4108,925,California,West,Major Market,148,239,478,91,4,2010-01-04,Espresso,Caffe Latte,Regular
4109,937,Ohio,Central,Major Market,97,155,267,58,12,2010-01-04,Tea,Earl Grey,Regular
4110,956,Texas,South,Major Market,84,117,198,33,6,2010-01-04,Espresso,Decaf Espresso,Decaf
4111,959,Connecticut,East,Small Market,34,98,178,64,9,2010-01-04,Herbal Tea,Lemon,Decaf
4112,970,Colorado,Central,Major Market,63,100,178,37,2,2010-01-04,Coffee,Columbian,Regular
4113,971,Oregon,West,Small Market,-3,73,125,76,1,2010-01-04,Coffee,Amaretto,Regular
4114,971,Oregon,West,Small Market,98,155,267,57,13,2010-01-04,Tea,Green Tea,Regular
4115,971,Oregon,West,Small Market,28,74,129,46,5,2010-01-04,Espresso,Caffe Mocha,Regular
4116,971,Oregon,West,Small Market,31,52,87,21,8,2010-01-04,Herbal Tea,Chamomile,Decaf
4117,971,Oregon,West,Small Market,32,60,106,28,9,2010-01-04,Herbal Tea,Lemon,Decaf
4118,985,Louisiana,South,Small Market,38,67,119,29,8,2010-01-04,Herbal Tea,Chamomile,Decaf
4119,985,Louisiana,South,Small Market,1,87,150,86,4,2010-01-04,Espresso,Caffe Latte,Regular
4120,203,Connecticut,East,Small Market,22,65,113,43,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4121,206,Washington,West,Small Market,16,72,130,56,5,2010-01-05,Espresso,Caffe Mocha,Regular
4122,206,Washington,West,Small Market,47,92,170,45,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4123,206,Washington,West,Small Market,98,165,275,67,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4124,206,Washington,West,Small Market,36,59,99,23,9,2010-01-05,Herbal Tea,Lemon,Decaf
4125,206,Washington,West,Small Market,34,62,110,28,4,2010-01-05,Espresso,Caffe Latte,Regular
4126,209,California,West,Major Market,-84,-21,106,63,1,2010-01-05,Coffee,Amaretto,Regular
4127,209,California,West,Major Market,25,168,289,143,5,2010-01-05,Espresso,Caffe Mocha,Regular
4128,212,New York,East,Major Market,187,283,543,96,7,2010-01-05,Espresso,Regular Espresso,Regular
4129,217,Illinois,Central,Major Market,68,107,190,39,9,2010-01-05,Herbal Tea,Lemon,Decaf
4130,225,Louisiana,South,Small Market,44,82,130,38,5,2010-01-05,Espresso,Caffe Mocha,Regular
4131,234,Ohio,Central,Major Market,79,141,235,62,11,2010-01-05,Tea,Darjeeling,Regular
4132,239,Florida,East,Major Market,52,77,130,25,13,2010-01-05,Tea,Green Tea,Regular
4133,239,Florida,East,Major Market,47,92,170,45,10,2010-01-05,Herbal Tea,Mint,Decaf
4134,253,Washington,West,Small Market,58,104,175,46,2,2010-01-05,Coffee,Columbian,Regular
4135,253,Washington,West,Small Market,16,129,221,113,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4136,254,Texas,South,Major Market,112,152,256,40,5,2010-01-05,Espresso,Caffe Mocha,Regular
4137,254,Texas,South,Major Market,44,96,160,52,4,2010-01-05,Espresso,Caffe Latte,Regular
4138,262,Wisconsin,Central,Small Market,17,72,130,55,1,2010-01-05,Coffee,Amaretto,Regular
4139,262,Wisconsin,Central,Small Market,17,129,221,112,2,2010-01-05,Coffee,Columbian,Regular
4140,262,Wisconsin,Central,Small Market,35,62,110,27,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4141,262,Wisconsin,Central,Small Market,51,77,130,26,9,2010-01-05,Herbal Tea,Lemon,Decaf
4142,262,Wisconsin,Central,Small Market,2,90,154,88,12,2010-01-05,Tea,Earl Grey,Regular
4143,303,Colorado,Central,Major Market,68,107,190,39,2,2010-01-05,Coffee,Columbian,Regular
4144,303,Colorado,Central,Major Market,88,124,210,36,5,2010-01-05,Espresso,Caffe Mocha,Regular
4145,303,Colorado,Central,Major Market,44,96,160,52,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4146,303,Colorado,Central,Major Market,27,66,122,39,12,2010-01-05,Tea,Earl Grey,Regular
4147,305,Florida,East,Major Market,17,72,130,55,9,2010-01-05,Herbal Tea,Lemon,Decaf
4148,310,California,West,Major Market,111,152,256,41,11,2010-01-05,Tea,Darjeeling,Regular
4149,314,Missouri,Central,Small Market,14,53,92,39,11,2010-01-05,Tea,Darjeeling,Regular
4150,314,Missouri,Central,Small Market,-4,42,76,46,12,2010-01-05,Tea,Earl Grey,Regular
4151,315,New York,East,Major Market,252,386,651,134,9,2010-01-05,Herbal Tea,Lemon,Decaf
4152,315,New York,East,Major Market,-131,-37,198,94,10,2010-01-05,Herbal Tea,Mint,Decaf
4153,318,Louisiana,South,Small Market,36,59,99,23,2,2010-01-05,Coffee,Columbian,Regular
4154,318,Louisiana,South,Small Market,52,77,130,25,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4155,318,Louisiana,South,Small Market,28,65,110,37,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4156,319,Iowa,Central,Small Market,12,29,49,17,5,2010-01-05,Espresso,Caffe Mocha,Regular
4157,321,Florida,East,Major Market,100,159,273,59,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4158,330,Ohio,Central,Major Market,27,71,123,44,1,2010-01-05,Coffee,Amaretto,Regular
4159,337,Louisiana,South,Small Market,33,96,173,63,9,2010-01-05,Herbal Tea,Lemon,Decaf
4160,339,Massachusetts,East,Major Market,84,149,298,65,7,2010-01-05,Espresso,Regular Espresso,Regular
4161,352,Florida,East,Major Market,32,53,89,21,11,2010-01-05,Tea,Darjeeling,Regular
4162,360,Washington,West,Small Market,27,65,110,38,12,2010-01-05,Tea,Earl Grey,Regular
4163,405,Oklahoma,South,Small Market,22,42,71,20,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4164,405,Oklahoma,South,Small Market,13,29,49,16,5,2010-01-05,Espresso,Caffe Mocha,Regular
4165,405,Oklahoma,South,Small Market,79,141,235,62,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4166,413,Massachusetts,East,Major Market,12,29,49,17,13,2010-01-05,Tea,Green Tea,Regular
4167,413,Massachusetts,East,Major Market,-16,61,114,77,5,2010-01-05,Espresso,Caffe Mocha,Regular
4168,415,California,West,Major Market,165,261,521,96,4,2010-01-05,Espresso,Caffe Latte,Regular
4169,417,Missouri,Central,Small Market,-8,61,104,69,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4170,419,Ohio,Central,Major Market,12,29,49,17,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4171,425,Washington,West,Small Market,2,90,154,88,13,2010-01-05,Tea,Green Tea,Regular
4172,430,Texas,South,Major Market,183,277,512,94,2,2010-01-05,Coffee,Columbian,Regular
4173,430,Texas,South,Major Market,88,124,210,36,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4174,435,Utah,West,Small Market,38,80,148,42,1,2010-01-05,Coffee,Amaretto,Regular
4175,435,Utah,West,Small Market,22,65,113,43,2,2010-01-05,Coffee,Columbian,Regular
4176,435,Utah,West,Small Market,34,96,173,62,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4177,435,Utah,West,Small Market,36,63,111,27,5,2010-01-05,Espresso,Caffe Mocha,Regular
4178,435,Utah,West,Small Market,42,65,109,23,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4179,435,Utah,West,Small Market,34,74,125,40,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4180,435,Utah,West,Small Market,32,80,132,48,9,2010-01-05,Herbal Tea,Lemon,Decaf
4181,435,Utah,West,Small Market,-15,38,136,53,10,2010-01-05,Herbal Tea,Mint,Decaf
4182,435,Utah,West,Small Market,-8,61,104,69,11,2010-01-05,Tea,Darjeeling,Regular
4183,435,Utah,West,Small Market,14,53,92,39,12,2010-01-05,Tea,Earl Grey,Regular
4184,435,Utah,West,Small Market,36,58,97,22,4,2010-01-05,Espresso,Caffe Latte,Regular
4185,440,Ohio,Central,Major Market,-2,75,128,77,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4186,475,Connecticut,East,Small Market,17,34,57,17,13,2010-01-05,Tea,Green Tea,Regular
4187,475,Connecticut,East,Small Market,3,90,154,87,5,2010-01-05,Espresso,Caffe Mocha,Regular
4188,475,Connecticut,East,Small Market,38,80,148,42,10,2010-01-05,Herbal Tea,Mint,Decaf
4189,503,Oregon,West,Small Market,-2,75,128,77,1,2010-01-05,Coffee,Amaretto,Regular
4190,503,Oregon,West,Small Market,26,45,75,19,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4191,503,Oregon,West,Small Market,12,29,49,17,11,2010-01-05,Tea,Darjeeling,Regular
4192,503,Oregon,West,Small Market,79,141,235,62,12,2010-01-05,Tea,Earl Grey,Regular
4193,505,New Mexico,South,Small Market,31,80,132,49,2,2010-01-05,Coffee,Columbian,Regular
4194,505,New Mexico,South,Small Market,-15,38,136,53,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4195,505,New Mexico,South,Small Market,-7,61,104,68,5,2010-01-05,Espresso,Caffe Mocha,Regular
4196,505,New Mexico,South,Small Market,14,53,92,39,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4197,505,New Mexico,South,Small Market,12,29,49,17,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4198,505,New Mexico,South,Small Market,7,37,68,30,9,2010-01-05,Herbal Tea,Lemon,Decaf
4199,505,New Mexico,South,Small Market,-4,42,76,46,4,2010-01-05,Espresso,Caffe Latte,Regular
4200,509,Washington,West,Small Market,44,82,130,38,11,2010-01-05,Tea,Darjeeling,Regular
4201,512,Texas,South,Major Market,25,61,103,36,9,2010-01-05,Herbal Tea,Lemon,Decaf
4202,513,Ohio,Central,Major Market,24,61,103,37,2,2010-01-05,Coffee,Columbian,Regular
4203,513,Ohio,Central,Major Market,101,159,273,58,12,2010-01-05,Tea,Earl Grey,Regular
4204,515,Iowa,Central,Small Market,7,37,68,30,2,2010-01-05,Coffee,Columbian,Regular
4205,515,Iowa,Central,Small Market,11,30,52,19,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4206,515,Iowa,Central,Small Market,31,43,43,12,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4207,515,Iowa,Central,Small Market,122,185,312,63,9,2010-01-05,Herbal Tea,Lemon,Decaf
4208,516,New York,East,Major Market,89,124,210,35,13,2010-01-05,Tea,Green Tea,Regular
4209,518,New York,East,Major Market,112,152,256,40,11,2010-01-05,Tea,Darjeeling,Regular
4210,530,California,West,Major Market,89,124,210,35,12,2010-01-05,Tea,Earl Grey,Regular
4211,541,Oregon,West,Small Market,27,71,123,44,5,2010-01-05,Espresso,Caffe Mocha,Regular
4212,541,Oregon,West,Small Market,83,149,298,66,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4213,541,Oregon,West,Small Market,11,65,118,54,4,2010-01-05,Espresso,Caffe Latte,Regular
4214,563,Iowa,Central,Small Market,231,349,612,118,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4215,563,Iowa,Central,Small Market,190,324,589,134,12,2010-01-05,Tea,Earl Grey,Regular
4216,567,Ohio,Central,Major Market,23,42,71,19,9,2010-01-05,Herbal Tea,Lemon,Decaf
4217,573,Missouri,Central,Small Market,33,96,173,63,2,2010-01-05,Coffee,Columbian,Regular
4218,573,Missouri,Central,Small Market,-2,45,81,47,13,2010-01-05,Tea,Green Tea,Regular
4219,580,Oklahoma,South,Small Market,30,56,99,26,2,2010-01-05,Coffee,Columbian,Regular
4220,585,New York,East,Major Market,295,454,756,159,2,2010-01-05,Coffee,Columbian,Regular
4221,603,New Hampshire,East,Small Market,35,74,125,39,1,2010-01-05,Coffee,Amaretto,Regular
4222,603,New Hampshire,East,Small Market,31,80,132,49,2,2010-01-05,Coffee,Columbian,Regular
4223,603,New Hampshire,East,Small Market,32,43,43,11,13,2010-01-05,Tea,Green Tea,Regular
4224,603,New Hampshire,East,Small Market,-7,61,104,68,5,2010-01-05,Espresso,Caffe Mocha,Regular
4225,603,New Hampshire,East,Small Market,-1,45,81,46,9,2010-01-05,Herbal Tea,Lemon,Decaf
4226,603,New Hampshire,East,Small Market,12,29,49,17,11,2010-01-05,Tea,Darjeeling,Regular
4227,603,New Hampshire,East,Small Market,-3,42,76,45,7,2010-01-05,Espresso,Regular Espresso,Regular
4228,608,Wisconsin,Central,Small Market,47,92,170,45,5,2010-01-05,Espresso,Caffe Mocha,Regular
4229,618,Illinois,Central,Major Market,122,185,312,63,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4230,626,California,West,Major Market,230,349,612,119,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4231,630,Illinois,Central,Major Market,161,270,465,109,2,2010-01-05,Coffee,Columbian,Regular
4232,630,Illinois,Central,Major Market,165,261,521,96,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4233,636,Missouri,Central,Small Market,41,65,109,24,5,2010-01-05,Espresso,Caffe Mocha,Regular
4234,646,New York,East,Major Market,-195,-52,69,143,5,2010-01-05,Espresso,Caffe Mocha,Regular
4235,650,California,West,Major Market,295,454,756,159,2,2010-01-05,Coffee,Columbian,Regular
4236,660,Missouri,Central,Small Market,38,80,148,42,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4237,660,Missouri,Central,Small Market,-15,38,136,53,9,2010-01-05,Herbal Tea,Lemon,Decaf
4238,702,Nevada,West,Small Market,-1,45,81,46,2,2010-01-05,Coffee,Columbian,Regular
4239,702,Nevada,West,Small Market,-380,-265,18,133,13,2010-01-05,Tea,Green Tea,Regular
4240,702,Nevada,West,Small Market,231,349,612,118,11,2010-01-05,Tea,Darjeeling,Regular
4241,712,Iowa,Central,Small Market,12,29,49,17,1,2010-01-05,Coffee,Amaretto,Regular
4242,712,Iowa,Central,Small Market,165,261,521,96,11,2010-01-05,Tea,Darjeeling,Regular
4243,714,California,West,Major Market,-142,-32,163,110,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4244,714,California,West,Major Market,43,96,160,53,13,2010-01-05,Tea,Green Tea,Regular
4245,715,Wisconsin,Central,Small Market,62,117,204,55,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4246,715,Wisconsin,Central,Small Market,45,82,130,37,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4247,716,New York,East,Major Market,111,152,256,41,12,2010-01-05,Tea,Earl Grey,Regular
4248,719,Colorado,Central,Major Market,30,56,99,26,13,2010-01-05,Tea,Green Tea,Regular
4249,719,Colorado,Central,Major Market,26,71,123,45,10,2010-01-05,Herbal Tea,Mint,Decaf
4250,720,Colorado,Central,Major Market,111,152,256,41,1,2010-01-05,Coffee,Amaretto,Regular
4251,720,Colorado,Central,Major Market,112,152,256,40,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4252,720,Colorado,Central,Major Market,-3,75,128,78,9,2010-01-05,Herbal Tea,Lemon,Decaf
4253,720,Colorado,Central,Major Market,12,65,118,53,11,2010-01-05,Tea,Darjeeling,Regular
4254,740,Ohio,Central,Major Market,84,149,298,65,5,2010-01-05,Espresso,Caffe Mocha,Regular
4255,740,Ohio,Central,Major Market,11,65,118,54,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4256,760,California,West,Major Market,111,152,256,41,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4257,773,Illinois,Central,Major Market,230,349,612,119,5,2010-01-05,Espresso,Caffe Mocha,Regular
4258,773,Illinois,Central,Major Market,112,152,256,40,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4259,773,Illinois,Central,Major Market,112,152,256,40,10,2010-01-05,Herbal Tea,Mint,Decaf
4260,775,Nevada,West,Small Market,6,37,68,31,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4261,775,Nevada,West,Small Market,13,29,49,16,5,2010-01-05,Espresso,Caffe Mocha,Regular
4262,775,Nevada,West,Small Market,13,29,49,16,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4263,775,Nevada,West,Small Market,25,168,289,143,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4264,775,Nevada,West,Small Market,160,270,465,110,9,2010-01-05,Herbal Tea,Lemon,Decaf
4265,775,Nevada,West,Small Market,121,185,312,64,10,2010-01-05,Herbal Tea,Mint,Decaf
4266,775,Nevada,West,Small Market,164,261,521,97,12,2010-01-05,Tea,Earl Grey,Regular
4267,775,Nevada,West,Small Market,31,43,43,12,4,2010-01-05,Espresso,Caffe Latte,Regular
4268,786,Florida,East,Major Market,17,129,221,112,5,2010-01-05,Espresso,Caffe Mocha,Regular
4269,801,Utah,West,Small Market,-3,42,76,45,13,2010-01-05,Tea,Green Tea,Regular
4270,805,California,West,Major Market,183,277,512,94,9,2010-01-05,Herbal Tea,Lemon,Decaf
4271,805,California,West,Major Market,67,107,190,40,10,2010-01-05,Herbal Tea,Mint,Decaf
4272,815,Illinois,Central,Major Market,44,96,160,52,12,2010-01-05,Tea,Earl Grey,Regular
4273,816,Missouri,Central,Small Market,36,58,97,22,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4274,847,Illinois,Central,Major Market,88,124,210,36,11,2010-01-05,Tea,Darjeeling,Regular
4275,857,Massachusetts,East,Major Market,12,65,118,53,9,2010-01-05,Herbal Tea,Lemon,Decaf
4276,857,Massachusetts,East,Major Market,22,42,71,20,11,2010-01-05,Tea,Darjeeling,Regular
4277,860,Connecticut,East,Small Market,33,96,173,63,9,2010-01-05,Herbal Tea,Lemon,Decaf
4278,860,Connecticut,East,Small Market,42,65,109,23,11,2010-01-05,Tea,Darjeeling,Regular
4279,863,Florida,East,Major Market,62,117,204,55,6,2010-01-05,Espresso,Decaf Espresso,Decaf
4280,904,Florida,East,Major Market,78,141,235,63,2,2010-01-05,Coffee,Columbian,Regular
4281,915,Texas,South,Major Market,27,71,123,44,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4282,918,Oklahoma,South,Small Market,17,72,130,55,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4283,918,Oklahoma,South,Small Market,17,129,221,112,9,2010-01-05,Herbal Tea,Lemon,Decaf
4284,918,Oklahoma,South,Small Market,101,159,273,58,4,2010-01-05,Espresso,Caffe Latte,Regular
4285,920,Wisconsin,Central,Small Market,27,65,110,38,11,2010-01-05,Tea,Darjeeling,Regular
4286,941,Florida,East,Major Market,35,62,110,27,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4287,956,Texas,South,Major Market,68,107,190,39,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4288,959,Connecticut,East,Small Market,98,165,275,67,2,2010-01-05,Coffee,Columbian,Regular
4289,970,Colorado,Central,Major Market,83,149,298,66,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4290,971,Oregon,West,Small Market,8,68,116,60,2,2010-01-05,Coffee,Columbian,Regular
4291,971,Oregon,West,Small Market,25,61,103,36,3,2010-01-05,Coffee,Decaf Irish Cream,Decaf
4292,971,Oregon,West,Small Market,101,159,273,58,13,2010-01-05,Tea,Green Tea,Regular
4293,971,Oregon,West,Small Market,30,56,99,26,9,2010-01-05,Herbal Tea,Lemon,Decaf
4294,978,Massachusetts,East,Major Market,434,487,551,53,2,2010-01-05,Coffee,Columbian,Regular
4295,985,Louisiana,South,Small Market,35,63,111,28,8,2010-01-05,Herbal Tea,Chamomile,Decaf
4296,985,Louisiana,South,Small Market,3,90,154,87,4,2010-01-05,Espresso,Caffe Latte,Regular
4297,203,Connecticut,East,Small Market,15,31,51,16,13,2010-01-06,Tea,Green Tea,Regular
4298,203,Connecticut,East,Small Market,-2,75,128,77,5,2010-01-06,Espresso,Caffe Mocha,Regular
4299,203,Connecticut,East,Small Market,32,93,169,61,9,2010-01-06,Herbal Tea,Lemon,Decaf
4300,206,Washington,West,Small Market,24,154,264,130,3,2010-01-06,Coffee,Decaf Irish Cream,Decaf
4301,206,Washington,West,Small Market,79,140,232,61,8,2010-01-06,Herbal Tea,Chamomile,Decaf
4302,206,Washington,West,Small Market,24,59,99,35,12,2010-01-06,Tea,Earl Grey,Regular
4303,206,Washington,West,Small Market,34,62,110,28,4,2010-01-06,Espresso,Caffe Latte,Regular
4304,209,California,West,Major Market,120,163,276,43,11,2010-01-06,Tea,Darjeeling,Regular
4305,210,Texas,South,Major Market,192,288,532,96,2,2010-01-06,Coffee,Columbian,Regular
4306,225,Louisiana,South,Small Market,41,78,125,37,5,2010-01-06,Espresso,Caffe Mocha,Regular
4307,225,Louisiana,South,Small Market,36,63,111,27,8,2010-01-06,Herbal Tea,Chamomile,Decaf
4308,253,Washington,West,Small Market,49,96,177,47,6,2010-01-06,Espresso,Decaf Espresso,Decaf
4309,262,Wisconsin,Central,Small Market,50,96,177,46,5,2010-01-06,Espresso,Caffe Mocha,Regular
4310,262,Wisconsin,Central,Small Market,34,62,110,28,6,2010-01-06,Espresso,Decaf Espresso,Decaf
4311,281,Texas,South,Major Market,120,163,276,43,5,2010-01-06,Espresso,Caffe Mocha,Regular
4312,303,Colorado,Central,Major Market,33,81,135,48,6,2010-01-06,Espresso,Decaf Espresso,Decaf
4313,305,Florida,East,Major Market,49,96,177,47,10,2010-01-06,Herbal Tea,Mint,Decaf
4314,309,Illinois,Central,Major Market,133,178,301,45,10,2010-01-06,Herbal Tea,Mint,Decaf
4315,312,Illinois,Central,Major Market,241,362,634,121,5,2010-01-06,Espresso,Caffe Mocha,Regular
4316,312,Illinois,Central,Major Market,164,261,521,97,6,2010-01-06,Espresso,Decaf Espresso,Decaf
4317,312,Illinois,Central,Major Market,99,136,230,37,11,2010-01-06,Tea,Darjeeling,Regular
4318,312,Illinois,Central,Major Market,33,81,135,48,12,2010-01-06,Tea,Earl Grey,Regular
4319,314,Missouri,Central,Small Market,35,77,142,42,3,2010-01-06,Coffee,Decaf Irish Cream,Decaf
4320,318,Louisiana,South,Small Market,58,85,144,27,3,2010-01-06,Coffee,Decaf Irish Cream,Decaf
4321,318,Louisiana,South,Small Market,23,59,99,36,6,2010-01-06,Espresso,Decaf Espresso,Decaf
4322,318,Louisiana,South,Small Market,32,93,169,61,9,2010-01-06,Herbal Tea,Lemon,Decaf
4323,318,Louisiana,South,Small Market,-3,75,128,78,4,2010-01-06,Espresso,Caffe Latte,Regular
4324,319,Iowa,Central,Small Market,31,43,43,12,6,2010-01-06,Espresso,Decaf Espresso,Decaf
4325,319,Iowa,Central,Small Market,136,204,345,68,9,2010-01-06,Herbal Tea,Lemon,Decaf
4326,321,Florida,East,Major Market,63,121,212,58,6,2010-01-06,Espresso,Decaf Espresso,Decaf
4327,337,Louisiana,South,Small Market,40,64,107,24,2,2010-01-06,Coffee,Columbian,Regular
4328,339,Massachusetts,East,Major Market,83,149,298,66,7,2010-01-06,Espresso,Regular Espresso,Regular
4329,351,Massachusetts,East,Major Market,-3,67,111,70,5,2010-01-06,Espresso,Caffe Mocha,Regular
4330,360,Washington,West,Small Market,-3,75,128,78,13,2010-01-06,Tea,Green Tea,Regular
4331,360,Washington,West,Small Market,41,78,125,37,11,2010-01-06,Tea,Darjeeling,Regular
4332,386,Florida,East,Major Market,38,62,105,24,11,2010-01-06,Tea,Darjeeling,Regular
4333,405,Oklahoma,South,Small Market,19,36,60,17,3,2010-01-06,Coffee,Decaf Irish Cream,Decaf
4334,407,Florida,East,Major Market,58,85,144,27,13,2010-01-06,Tea,Green Tea,Regular
4335,408,California,West,Major Market,67,107,190,40,10,2010-01-06,Herbal Tea,Mint,Decaf
4336,409,Texas,South,Major Market,20,55,93,35,9,2010-01-06,Herbal Tea,Lemon,Decaf
4337,413,Massachusetts,East,Major Market,10,26,44,16,13,2010-01-06,Tea,Green Tea,Regular
4338,415,California,West,Major Market,-142,-31,169,111,3,2010-01-06,Coffee,Decaf Irish Cream,Decaf
4339,415,California,West,Major Market,98,136,230,38,12,2010-01-06,Tea,Earl Grey,Regular
4340,419,Ohio,Central,Major Market,83,149,298,66,5,2010-01-06,Espresso,Caffe Mocha,Regular
4341,419,Ohio,Central,Major Market,12,64,115,52,6,2010-01-06,Espresso,Decaf Espresso,Decaf
4342,425,Washington,West,Small Market,66,114,193,48,2,2010-01-06,Coffee,Columbian,Regular
4343,425,Washington,West,Small Market,18,74,133,56,5,2010-01-06,Espresso,Caffe Mocha,Regular
4344,435,Utah,West,Small Market,36,77,142,41,1,2010-01-06,Coffee,Amaretto,Regular
4345,435,Utah,West,Small Market,32,93,169,61,3,2010-01-06,Coffee,Decaf Irish Cream,Decaf
4346,435,Utah,West,Small Market,-3,43,78,46,13,2010-01-06,Tea,Green Tea,Regular
4347,435,Utah,West,Small Market,35,63,111,28,5,2010-01-06,Espresso,Caffe Mocha,Regular
4348,435,Utah,West,Small Market,34,55,92,21,6,2010-01-06,Espresso,Decaf Espresso,Decaf
4349,435,Utah,West,Small Market,42,82,138,40,8,2010-01-06,Herbal Tea,Chamomile,Decaf
4350,435,Utah,West,Small Market,42,94,156,52,9,2010-01-06,Herbal Tea,Lemon,Decaf
4351,435,Utah,West,Small Market,-33,25,141,58,10,2010-01-06,Herbal Tea,Mint,Decaf
4352,435,Utah,West,Small Market,31,53,89,22,4,2010-01-06,Espresso,Caffe Latte,Regular
